Mask Mandate,Social Distancing,Mobility Level,Population Density,Cases Per Capita,Current Phase,Future Phase,support,confidence,lift,chi_squared
N,Phase 4,H,,,,Phase 4,0.0019047619047619048,0.05882352941176471,0.7625272331154686,0.16563929554334733
,Phase 4,H,,VL,Phase 3,Phase 4,0.0019047619047619048,0.6666666666666666,8.641975308641975,14.687110901711955
N,Phase 4,H,,VL,,Phase 4,0.0009523809523809524,0.16666666666666666,2.1604938271604937,0.679339648296862
N,Phase 4,H,,VL,Phase 3,Phase 4,0.0009523809523809524,0.5,6.481481481481482,5.032863553885462
M,Phase 4,H,,VL,,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
M,Phase 4,H,,,Phase 3,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
M,Phase 4,H,,VL,Phase 3,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
N,Phase 4,H,,,Phase 3,Phase 4,0.0019047619047619048,0.5,6.481481481481482,10.084973239908154
M,Phase 1,H,,,,Phase 4,0.0009523809523809524,0.06666666666666667,0.8641975308641976,0.0234593936453017
,Phase 1,H,,VL,,Phase 4,0.0009523809523809524,0.1111111111111111,1.440329218106996,0.14712867674366756
M,Phase 1,H,,VL,,Phase 4,0.0009523809523809524,0.125,1.6203703703703705,0.2593432227590165
,Phase 1,H,,,Phase 4,Phase 4,0.0009523809523809524,0.5,6.481481481481482,5.032863553885462
M,,H,,,Phase 4,Phase 4,0.0009523809523809524,0.19999999999999998,2.5925925925925926,1.0651570289830028
,,H,,VL,Phase 4,Phase 4,0.0009523809523809524,0.14285714285714285,1.8518518518518519,0.4274569830286996
M,Phase 1,H,,,Phase 4,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
,Phase 1,H,,VL,Phase 4,Phase 4,0.0009523809523809524,0.5,6.481481481481482,5.032863553885462
M,,H,,VL,Phase 4,Phase 4,0.0009523809523809524,0.3333333333333333,4.320987654320987,2.7737009558874175
M,Phase 1,H,,VL,Phase 4,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
N,,H,,,Phase 3,Phase 4,0.0038095238095238095,0.2105263157894737,2.7290448343079925,4.835684812402967
N,,H,,VL,,Phase 4,0.0019047619047619048,0.09523809523809523,1.2345679012345678,0.09855794169519652
N,,H,,VL,Phase 3,Phase 4,0.0019047619047619048,0.5,6.481481481481482,10.084973239908154
,Phase 0,H,,,Phase 3,Phase 4,0.002857142857142857,0.6,7.777777777777778,19.292073414608854
N,Phase 0,H,,,,Phase 4,0.0019047619047619048,0.09999999999999999,1.2962962962962963,0.14962210399404186
,Phase 0,H,,VL,,Phase 4,0.0019047619047619048,0.16666666666666666,2.1604938271604937,1.366532934146289
N,Phase 0,H,,,Phase 3,Phase 4,0.0019047619047619048,0.5,6.481481481481482,10.084973239908154
N,Phase 0,H,,VL,,Phase 4,0.0009523809523809524,0.09090909090909091,1.1784511784511786,0.029591468579302255
N,Phase 0,H,,VL,Phase 3,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
,Phase 0,H,,VL,Phase 3,Phase 4,0.0019047619047619048,1.0,12.962962962962964,23.9715860899067
N,,H,,L,,Phase 4,0.0019047619047619048,0.13333333333333333,1.7283950617283952,0.6748937956966555
,,H,,L,Phase 3,Phase 4,0.0019047619047619048,0.2857142857142857,3.7037037037037037,4.306083672135992
,Phase 0,H,,L,,Phase 4,0.0009523809523809524,0.16666666666666666,2.1604938271604937,0.679339648296862
,Phase 4,H,,L,,Phase 4,0.0009523809523809524,0.14285714285714285,1.8518518518518519,0.4274569830286996
N,,H,,L,Phase 3,Phase 4,0.0019047619047619048,0.3333333333333333,4.320987654320987,5.563342721866143
,Phase 0,H,,L,Phase 3,Phase 4,0.0009523809523809524,0.3333333333333333,4.320987654320987,2.7737009558874175
N,Phase 0,H,,L,,Phase 4,0.0009523809523809524,0.16666666666666666,2.1604938271604937,0.679339648296862
N,Phase 0,H,,L,Phase 3,Phase 4,0.0009523809523809524,0.3333333333333333,4.320987654320987,2.7737009558874175
,Phase 4,H,,L,Phase 3,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
N,Phase 4,H,,L,,Phase 4,0.0009523809523809524,0.19999999999999998,2.5925925925925926,1.0651570289830028
N,Phase 4,H,,L,Phase 3,Phase 4,0.0009523809523809524,1.0,12.962962962962964,11.974367122126894
M,,H,,M,,Phase 4,0.0019047619047619048,0.09523809523809523,1.2345679012345678,0.09855794169519652
,,H,,M,Phase 3,Phase 4,0.0019047619047619048,0.2857142857142857,3.7037037037037037,4.306083672135992
M,,H,,M,Phase 3,Phase 4,0.0019047619047619048,1.0,12.962962962962964,23.9715860899067
,Phase 3,H,,M,,Phase 4,0.0019047619047619048,0.1111111111111111,1.440329218106996,0.29682355133751537
M,Phase 3,H,,,,Phase 4,0.0019047619047619048,0.045454545454545456,0.5892255892255893,0.647756827705002
,Phase 3,H,,,Phase 3,Phase 4,0.0019047619047619048,0.10526315789473685,1.3645224171539962,0.21492847609008414
M,Phase 3,H,,M,,Phase 4,0.0019047619047619048,0.125,1.6203703703703705,0.5226994934524085
,Phase 3,H,,M,Phase 3,Phase 4,0.0019047619047619048,0.6666666666666666,8.641975308641975,14.687110901711955
M,Phase 3,H,,,Phase 3,Phase 4,0.0019047619047619048,0.5,6.481481481481482,10.084973239908154
M,Phase 3,H,,M,Phase 3,Phase 4,0.0019047619047619048,1.0,12.962962962962964,23.9715860899067
N,,,,,Phase 3,Phase 4,0.01904761904761905,0.3174603174603175,4.1152263374485605,54.36922588149636
N,,,,L,,Phase 4,0.013333333333333334,0.1443298969072165,1.8709431080565104,6.776554699192531
N,Phase 0,,,,,Phase 4,0.012380952380952381,0.08552631578947369,1.108674463937622,0.17545785082084192
N,,VL,,,,Phase 4,0.0038095238095238095,0.08,1.0370370370370372,0.006019951840385329
N,,,,VL,,Phase 4,0.004761904761904762,0.052631578947368425,0.6822612085769981,0.8814775444871665
N,,,,,Phase 4,Phase 4,0.0009523809523809524,0.03333333333333333,0.4320987654320988,0.8325632741343298
N,,,,L,Phase 3,Phase 4,0.013333333333333334,0.5833333333333334,7.56172839506173,88.39972659036141
N,Phase 0,,,,Phase 3,Phase 4,0.011428571428571429,0.6,7.777777777777778,78.2921037602573
N,Phase 0,,,L,,Phase 4,0.008571428571428572,0.16363636363636364,2.1212121212121215,6.099099494093041
N,Phase 0,,,L,Phase 3,Phase 4,0.008571428571428572,0.6000000000000001,7.7777777777777795,58.43541077758337
N,,VL,,L,,Phase 4,0.0038095238095238095,0.25,3.240740740740741,6.819196510257705
N,,VL,,,Phase 3,Phase 4,0.0038095238095238095,0.2857142857142857,3.7037037037037037,8.670357664165714
N,Phase 0,VL,,,,Phase 4,0.0009523809523809524,0.03333333333333333,0.4320987654320988,0.8325632741343298
N,,VL,,L,Phase 3,Phase 4,0.0038095238095238095,0.7999999999999999,10.37037037037037,36.87378922021256
N,Phase 0,VL,,L,,Phase 4,0.0009523809523809524,0.09999999999999999,1.2962962962962963,0.07409171495858803
N,Phase 0,VL,,,Phase 3,Phase 4,0.0009523809523809524,0.5,6.481481481481482,5.032863553885462
N,Phase 0,VL,,L,Phase 3,Phase 4,0.0009523809523809524,0.5,6.481481481481482,5.032863553885462
N,Phase 0,,,VL,,Phase 4,0.0038095238095238095,0.07142857142857142,0.9259259259259259,0.027132177308778708
N,,,,VL,Phase 3,Phase 4,0.0038095238095238095,0.3333333333333333,4.320987654320987,11.19100154456311
N,Phase 0,,,VL,Phase 3,Phase 4,0.002857142857142857,0.6,7.777777777777778,19.292073414608854
N,,,,VL,Phase 4,Phase 4,0.0009523809523809524,0.052631578947368425,0.6822612085769981,0.16329991367318022
N,Phase 0,,,,Phase 4,Phase 4,0.0009523809523809524,0.05555555555555555,0.720164609053498,0.11988052243730193
N,Phase 0,,,VL,Phase 4,Phase 4,0.0009523809523809524,0.07142857142857142,0.9259259259259259,0.006508056043659758
,,,,,Phase 4,Phase 2,0.021904761904761906,0.23958333333333334,0.5919117647058824,11.965455049944508
,,,,,Phase 4,Phase 1,0.0380952380952381,0.4166666666666667,1.3629283489096573,6.128179072615899
,Phase 3,,,,Phase 4,Phase 1,0.010476190476190476,0.423076923076923,1.3838964773544211,1.7300890146976586
,Phase 3,,,L,Phase 4,Phase 1,0.005714285714285714,0.6,1.9626168224299065,4.119460642046312
M,Phase 3,,,L,Phase 4,Phase 1,0.004761904761904762,0.5555555555555556,1.8172377985462098,2.669657044028813
M,Phase 3,,,,Phase 4,Phase 1,0.007619047619047619,0.38095238095238093,1.2461059190031152,0.5714981658214607
N,Phase 3,,,,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,M,,,Phase 4,Phase 2,0.002857142857142857,0.13636363636363638,0.33689839572192515,6.7187415468486655
,,M,,,Phase 4,Phase 1,0.010476190476190476,0.5,1.6355140186915889,3.9961946988869186
,Phase 3,M,,,Phase 4,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
,Phase 3,M,,L,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
M,Phase 3,M,,,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
M,Phase 3,M,,L,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,Phase 3,M,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,M,,VL,Phase 4,Phase 1,0.0038095238095238095,0.36363636363636365,1.1894647408666101,0.1757117245290335
M,,M,,,Phase 4,Phase 1,0.002857142857142857,0.3,0.9813084112149533,0.0015531946996121457
,Phase 0,M,,,Phase 4,Phase 1,0.0038095238095238095,0.5714285714285714,1.8691588785046729,2.3441147978562515
N,Phase 0,M,,,Phase 4,Phase 1,0.0038095238095238095,0.7999999999999999,2.616822429906542,5.782893149674588
,Phase 0,M,,VL,Phase 4,Phase 1,0.0038095238095238095,0.5714285714285714,1.8691588785046729,2.3441147978562515
N,Phase 0,M,,VL,Phase 4,Phase 1,0.0038095238095238095,0.7999999999999999,2.616822429906542,5.782893149674588
,,M,,VL,Phase 4,Phase 2,0.002857142857142857,0.27272727272727276,0.6737967914438503,0.8043624834656935
,Phase 0,M,,,Phase 4,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
M,,M,,,Phase 4,Phase 2,0.0019047619047619048,0.19999999999999998,0.4941176470588235,1.7569683257918551
,Phase 0,M,,VL,Phase 4,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
M,,M,,VL,Phase 4,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
M,Phase 0,M,,,Phase 4,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
M,Phase 0,M,,VL,Phase 4,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,,M,,L,Phase 4,Phase 1,0.004761904761904762,0.7142857142857143,2.336448598130841,5.542236501487166
M,,M,,L,Phase 4,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
N,,M,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,M,,,Phase 4,Phase 1,0.005714285714285714,0.8571428571428571,2.803738317757009,10.09549452021592
N,,M,,VL,Phase 4,Phase 1,0.0038095238095238095,0.7999999999999999,2.616822429906542,5.782893149674588
,,,,M,Phase 4,Phase 1,0.005714285714285714,0.6666666666666666,2.1806853582554515,5.572203108570307
,,M,,M,Phase 4,Phase 1,0.0019047619047619048,0.5,1.6355140186915889,0.7140775509222583
,Phase 3,M,,M,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
,Phase 3,,,M,Phase 4,Phase 1,0.004761904761904762,0.7142857142857143,2.336448598130841,5.542236501487166
M,,,,M,Phase 4,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
M,Phase 3,,,M,Phase 4,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,,L,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,,L,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 3,L,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,Phase 3,L,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,VL,,M,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
M,,VL,,M,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
,Phase 3,VL,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 3,VL,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 3,,,M,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,,M,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 3,M,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,VH,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,VH,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 3,VH,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 3,VH,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,M,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,,,,,Phase 4,Phase 1,0.0019047619047619048,0.5,1.6355140186915889,0.7140775509222583
C,,M,,,Phase 4,Phase 1,0.0019047619047619048,0.5,1.6355140186915889,0.7140775509222583
C,Phase 3,,,,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
C,,,,M,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
C,Phase 3,M,,,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
C,,M,,M,Phase 4,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
C,,,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 3,,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,,M,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 3,M,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 4,,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 4,,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 4,M,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
C,Phase 4,M,,M,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 0,,,,Phase 4,Phase 1,0.01619047619047619,0.53125,1.737733644859813,7.9098488372330245
,Phase 0,,,VL,Phase 4,Phase 1,0.012380952380952381,0.5909090909090909,1.9328802039082413,8.610891635728903
,,,,L,Phase 4,Phase 1,0.01619047619047619,0.6071428571428571,1.9859813084112148,12.314344601076982
,Phase 0,,,L,Phase 4,Phase 1,0.0038095238095238095,0.4444444444444444,1.4537902388369677,0.8231308574390034
M,,,,L,Phase 4,Phase 1,0.007619047619047619,0.4210526315789474,1.3772749631087065,1.2127679448998607
N,,,,L,Phase 4,Phase 1,0.007619047619047619,1.0,3.2710280373831777,18.307711625737713
N,Phase 0,,,L,Phase 4,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
,,VL,,,Phase 4,Phase 2,0.002857142857142857,0.14285714285714285,0.3529411764705882,6.100840336134456
,,VL,,,Phase 4,Phase 1,0.0019047619047619048,0.09523809523809523,0.3115264797507788,4.4724470304255695
,Phase 3,VL,,,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
M,Phase 3,VL,,,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
,,VL,,VL,Phase 4,Phase 2,0.002857142857142857,0.21428571428571427,0.5294117647058824,2.136724960254372
M,,VL,,,Phase 4,Phase 2,0.002857142857142857,0.14285714285714285,0.3529411764705882,6.100840336134456
,Phase 0,VL,,,Phase 4,Phase 2,0.0009523809523809524,0.125,0.3088235294117647,2.618776109292085
M,,VL,,VL,Phase 4,Phase 2,0.002857142857142857,0.21428571428571427,0.5294117647058824,2.136724960254372
,Phase 0,VL,,VL,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
M,Phase 0,VL,,,Phase 4,Phase 2,0.0009523809523809524,0.125,0.3088235294117647,2.618776109292085
M,Phase 0,VL,,VL,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
M,,VL,,,Phase 4,Phase 1,0.0019047619047619048,0.09523809523809523,0.3115264797507788,4.4724470304255695
,,VL,,L,Phase 4,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
M,,VL,,L,Phase 4,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
,Phase 1,,,,Phase 4,Phase 1,0.0038095238095238095,0.2857142857142857,0.9345794392523364,0.026740135774403692
,Phase 1,,,,Phase 4,Phase 2,0.0009523809523809524,0.07142857142857142,0.1764705882352941,6.543720190779014
,Phase 1,M,,,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 1,M,,L,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
M,Phase 1,M,,,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
M,Phase 1,M,,L,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 1,,,L,Phase 4,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
M,Phase 1,,,,Phase 4,Phase 1,0.002857142857142857,0.23076923076923075,0.7548526240115024,0.3483260035980713
,Phase 1,VL,,,Phase 4,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
,Phase 1,,,VL,Phase 4,Phase 1,0.0009523809523809524,0.1111111111111111,0.3634475597092419,1.6196715653797058
M,Phase 1,,,L,Phase 4,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
M,Phase 1,VL,,,Phase 4,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
,Phase 1,VL,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 1,VL,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 1,L,,,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 1,,,VL,Phase 4,Phase 2,0.0009523809523809524,0.1111111111111111,0.2745098039215686,3.249025258518394
M,Phase 1,,,,Phase 4,Phase 2,0.0009523809523809524,0.07692307692307691,0.19004524886877824,5.871976681778714
,Phase 1,L,,VL,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 1,L,,,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
M,Phase 1,,,VL,Phase 4,Phase 2,0.0009523809523809524,0.125,0.3088235294117647,2.618776109292085
M,Phase 1,L,,VL,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,Phase 1,,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 1,,,VL,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,H,,,Phase 4,Phase 1,0.005714285714285714,0.5454545454545455,1.7841971112999153,3.0101935242272084
,,H,,,Phase 4,Phase 2,0.002857142857142857,0.27272727272727276,0.6737967914438503,0.8043624834656935
M,,H,,,Phase 4,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
,Phase 3,H,,,Phase 4,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
,Phase 3,H,,L,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
M,Phase 3,H,,,Phase 4,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
M,Phase 3,H,,L,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,,H,,,Phase 4,Phase 1,0.004761904761904762,0.8333333333333334,2.7258566978193146,7.914564441302804
,,H,,VL,Phase 4,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
N,,H,,VL,Phase 4,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
,,H,,L,Phase 4,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
M,,H,,L,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,,H,,L,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 1,H,,,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
,Phase 1,H,,VL,Phase 4,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,Phase 1,H,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 1,H,,VL,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,H,,,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 4,H,,,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 4,H,,L,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 4,H,,,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
N,Phase 4,H,,L,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 4,H,,,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 4,H,,VL,Phase 4,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,Phase 4,H,,VL,Phase 4,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 0,H,,,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 0,H,,,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,H,,VL,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 0,H,,VL,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,H,,VL,Phase 4,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
N,,H,,,Phase 4,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
,Phase 3,H,,,Phase 4,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
M,,H,,,Phase 4,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
,,H,,L,Phase 4,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
M,,H,,VL,Phase 4,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 3,H,,VL,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 3,H,,VL,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,,H,,VL,Phase 4,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
M,Phase 3,H,,,Phase 4,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
M,,H,,L,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 3,H,,L,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 3,H,,L,Phase 4,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 4,,,,Phase 4,Phase 1,0.007619047619047619,0.5714285714285714,1.8691588785046729,4.719906822710561
,Phase 4,,,,Phase 4,Phase 2,0.0019047619047619048,0.14285714285714285,0.3529411764705882,4.039745627980924
,Phase 4,,,VL,Phase 4,Phase 1,0.0019047619047619048,0.25,0.8177570093457944,0.11789373817823777
N,Phase 4,,,VL,Phase 4,Phase 1,0.0019047619047619048,0.5,1.6355140186915889,0.7140775509222583
N,Phase 4,,,,Phase 4,Phase 1,0.006666666666666667,0.7777777777777778,2.544132917964694,9.530769051063496
,Phase 4,,,L,Phase 4,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
N,Phase 4,,,L,Phase 4,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
,Phase 4,VH,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 4,VH,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,VH,,,Phase 4,Phase 1,0.0038095238095238095,0.7999999999999999,2.616822429906542,5.782893149674588
N,Phase 4,VH,,,Phase 4,Phase 1,0.0038095238095238095,0.7999999999999999,2.616822429906542,5.782893149674588
,Phase 4,VH,,VL,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
N,Phase 4,VH,,VL,Phase 4,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 4,M,,,Phase 4,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 4,M,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 4,M,,,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 4,M,,L,Phase 4,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,,,VL,Phase 4,Phase 2,0.0019047619047619048,0.25,0.6176470588235294,0.8014000225810093
N,Phase 4,,,,Phase 4,Phase 2,0.0019047619047619048,0.2222222222222222,0.5490196078431372,1.2554670283098837
,Phase 4,VH,,,Phase 4,Phase 2,0.0009523809523809524,0.19999999999999998,0.4941176470588235,0.8742808893892484
N,Phase 4,,,VL,Phase 4,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
