Mask Mandate,Social Distancing,Mobility Level,Population Density,Cases Per Capita,Current Phase,Future Phase,support,confidence,lift,chi_squared
M,Phase 0,,1,L,Phase 3,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
,Phase 0,,1,L,Phase 2,Phase 3,0.0019047619047619048,0.09090909090909091,0.44191919191919193,1.8125948480691922
M,Phase 0,,1,L,Phase 2,Phase 3,0.0019047619047619048,0.2222222222222222,1.0802469135802468,0.015139985354015827
N,Phase 0,,1,L,,Phase 3,0.0019047619047619048,0.03636363636363636,0.17676767676767677,10.1873549127806
N,Phase 0,,1,L,Phase 3,Phase 3,0.0019047619047619048,0.13333333333333333,0.6481481481481481,0.4879188436690262
,Phase 0,L,1,,,Phase 3,0.004761904761904762,0.1388888888888889,0.6751543209876544,1.018815946585269
,Phase 0,L,1,L,,Phase 3,0.0019047619047619048,0.19999999999999998,0.9722222222222222,0.0020176166758900586
N,Phase 0,L,1,L,,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
,Phase 0,L,1,,Phase 3,Phase 3,0.0019047619047619048,0.18181818181818182,0.8838383838383839,0.03884896282816251
,Phase 0,L,1,L,Phase 3,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
N,Phase 0,L,1,,Phase 3,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
N,Phase 0,L,1,L,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
M,Phase 0,L,1,,,Phase 3,0.0009523809523809524,0.09999999999999999,0.4861111111111111,0.6905293073233718
M,Phase 0,L,1,,Phase 3,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
M,Phase 0,L,1,L,,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
M,Phase 0,L,1,L,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,Phase 0,L,1,,,Phase 3,0.0038095238095238095,0.16,0.7777777777777778,0.3275428437737615
,Phase 0,L,1,,Phase 2,Phase 3,0.002857142857142857,0.25,1.215277777777778,0.1456999140571937
N,Phase 0,L,1,,Phase 2,Phase 3,0.002857142857142857,0.375,1.8229166666666667,1.413874898162085
N,Phase 0,,1,,,Phase 3,0.012380952380952381,0.08666666666666667,0.42129629629629634,15.178829158895105
,Phase 0,,1,,Phase 2,Phase 3,0.012380952380952381,0.18840579710144928,0.9158615136876007,0.13540866991732123
N,Phase 0,,1,,Phase 2,Phase 3,0.010476190476190476,0.22448979591836732,1.0912698412698412,0.11089030873203512
,Phase 0,,1,M,,Phase 3,0.0038095238095238095,0.12903225806451613,0.6272401433691757,1.1495365422183128
,Phase 0,,1,M,Phase 2,Phase 3,0.0038095238095238095,0.2105263157894737,1.023391812865497,0.0027422036029862104
N,Phase 0,,1,M,,Phase 3,0.0038095238095238095,0.19047619047619047,0.9259259259259259,0.030451829012980092
,Phase 0,L,1,M,,Phase 3,0.002857142857142857,0.42857142857142855,2.083333333333333,2.1419776930133736
N,Phase 0,,1,M,Phase 2,Phase 3,0.0038095238095238095,0.30769230769230765,1.4957264957264955,0.8377720344309072
,Phase 0,L,1,M,Phase 2,Phase 3,0.002857142857142857,0.5,2.430555555555556,3.198432633203782
N,Phase 0,L,1,M,,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
N,Phase 0,L,1,M,Phase 2,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
,Phase 0,,1,VL,,Phase 3,0.0038095238095238095,0.059701492537313425,0.29021558872305137,9.337942561029909
,Phase 0,,1,VL,Phase 2,Phase 3,0.0019047619047619048,0.15384615384615383,0.7478632478632478,0.21672744142791267
N,Phase 0,,1,VL,,Phase 3,0.0019047619047619048,0.037037037037037035,0.18004115226337447,9.91278151062372
N,Phase 0,,1,VL,Phase 2,Phase 3,0.0019047619047619048,0.16666666666666666,0.8101851851851851,0.11327161777321891
,Phase 0,,1,VL,Phase 3,Phase 3,0.0019047619047619048,0.15384615384615383,0.7478632478632478,0.21672744142791267
M,Phase 0,,1,VL,,Phase 3,0.0009523809523809524,0.125,0.607638888888889,0.3214187287406159
M,Phase 0,,1,VL,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 0,H,1,,,Phase 3,0.0009523809523809524,0.034482758620689655,0.16762452107279693,5.351651334543835
,Phase 0,H,1,VL,,Phase 3,0.0009523809523809524,0.08333333333333333,0.40509259259259256,1.1126527487066227
,Phase 0,H,1,,Phase 2,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
N,Phase 0,H,1,,,Phase 3,0.0009523809523809524,0.049999999999999996,0.24305555555555555,3.025504353798514
,Phase 0,H,1,VL,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
N,Phase 0,H,1,VL,,Phase 3,0.0009523809523809524,0.09090909090909091,0.44191919191919193,0.8967023598725359
N,Phase 0,H,1,,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
N,Phase 0,H,1,VL,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
N,,,1,,,Phase 3,0.040952380952380955,0.11716621253405995,0.5695579775961248,27.073953995611614
N,,,1,,Phase 2,Phase 3,0.024761904761904763,0.18978102189781024,0.9225466342254665,0.2447977259896251
N,,,1,M,,Phase 3,0.009523809523809525,0.1639344262295082,0.7969034608378872,0.6918558044214222
N,,,1,M,Phase 2,Phase 3,0.004761904761904762,0.1470588235294118,0.7148692810457518,0.7398611564662112
N,,,1,M,Phase 3,Phase 3,0.004761904761904762,0.4545454545454546,2.20959595959596,4.21245032148225
N,,L,1,,,Phase 3,0.0038095238095238095,0.08888888888888889,0.4320987654320988,3.9270739295793873
N,,L,1,M,,Phase 3,0.002857142857142857,0.25,1.215277777777778,0.1456999140571937
N,,L,1,,Phase 2,Phase 3,0.002857142857142857,0.125,0.607638888888889,0.9792933197301805
N,,L,1,M,Phase 2,Phase 3,0.002857142857142857,0.27272727272727276,1.325757575757576,0.3055224907483238
N,,L,1,,Phase 3,Phase 3,0.0009523809523809524,0.125,0.607638888888889,0.3214187287406159
N,Phase 3,,1,,,Phase 3,0.008571428571428572,0.30000000000000004,1.4583333333333335,1.6801999576809148
N,Phase 3,,1,,Phase 2,Phase 3,0.004761904761904762,0.4545454545454546,2.20959595959596,4.21245032148225
N,Phase 3,,1,,Phase 3,Phase 3,0.0038095238095238095,0.4444444444444444,2.1604938271604937,3.1663174103688543
N,,,1,,Phase 3,Phase 3,0.01619047619047619,0.2698412698412698,1.3117283950617284,1.686759339573259
M,,,1,VH,,Phase 2,0.02857142857142857,0.5263157894736842,1.3003095975232197,3.6962577048628305
M,,,1,VH,Phase 2,Phase 2,0.02761904761904762,0.7073170731707318,1.7474892395982784,16.210663568770595
M,,,1,VH,,Phase 1,0.009523809523809525,0.1754385964912281,0.5738645679619611,4.819341510989295
M,,H,1,VH,,Phase 1,0.0038095238095238095,0.23529411764705885,0.7696536558548653,0.4037179420946303
M,,H,1,VH,,Phase 2,0.010476190476190476,0.6470588235294118,1.5986159169550174,4.210593661757171
M,,H,1,VH,Phase 2,Phase 2,0.010476190476190476,0.9166666666666666,2.264705882352941,13.20265215912955
,,,1,VH,,Phase 3,0.04,0.24705882352941175,1.2009803921568627,2.12202564151887
,,,1,VH,Phase 2,Phase 3,0.030476190476190476,0.32,1.5555555555555556,8.835037233371201
M,,,1,VH,,Phase 3,0.01619047619047619,0.2982456140350877,1.4498050682261208,3.158284841888506
M,,,1,VH,Phase 2,Phase 3,0.011428571428571429,0.2926829268292683,1.4227642276422763,1.9749957002176055
,Phase 4,,1,VH,,Phase 3,0.005714285714285714,0.11538461538461538,0.5608974358974359,2.732006625314825
,Phase 4,,1,VH,Phase 2,Phase 3,0.004761904761904762,0.20833333333333334,1.0127314814814816,0.0010310952018112833
,Phase 4,H,1,VH,,Phase 3,0.0019047619047619048,0.1111111111111111,0.5401234567901234,1.0031186936755507
,Phase 4,H,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
,,H,1,VH,,Phase 3,0.011428571428571429,0.1935483870967742,0.9408602150537634,0.05968582845621124
,,H,1,VH,Phase 2,Phase 3,0.007619047619047619,0.23529411764705885,1.1437908496732028,0.18815887540083767
M,,H,1,VH,,Phase 3,0.0019047619047619048,0.11764705882352942,0.5718954248366014,0.8202105248208468
M,,H,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.08333333333333333,0.40509259259259256,1.1126527487066227
N,,,1,VH,,Phase 3,0.006666666666666667,0.1206896551724138,0.5866858237547893,2.7161510849718447
N,,H,1,VH,,Phase 3,0.002857142857142857,0.12000000000000001,0.5833333333333334,1.15151781014213
N,,H,1,VH,Phase 2,Phase 3,0.0019047619047619048,0.2222222222222222,1.0802469135802468,0.015139985354015827
N,,,1,VH,Phase 2,Phase 3,0.004761904761904762,0.20833333333333334,1.0127314814814816,0.0010310952018112833
N,Phase 4,,1,VH,,Phase 3,0.0009523809523809524,0.03571428571428571,0.1736111111111111,5.088069954994907
N,Phase 4,H,1,VH,,Phase 3,0.0009523809523809524,0.07692307692307691,0.3739316239316239,1.3362420367096282
N,Phase 4,,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.08333333333333333,0.40509259259259256,1.1126527487066227
N,Phase 4,H,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
,,VL,1,VH,,Phase 3,0.008571428571428572,0.3103448275862069,1.5086206896551726,1.9981923880329029
,,VL,1,VH,Phase 2,Phase 3,0.007619047619047619,0.38095238095238093,1.8518518518518519,4.027254386966617
M,,VL,1,VH,,Phase 3,0.0038095238095238095,0.26666666666666666,1.2962962962962963,0.3460033905242955
M,,VL,1,VH,Phase 2,Phase 3,0.002857142857142857,0.25,1.215277777777778,0.1456999140571937
,,VL,1,VH,,Phase 2,0.013333333333333334,0.4827586206896552,1.1926977687626774,0.7530500463889155
M,,VL,1,VH,,Phase 2,0.009523809523809525,0.6666666666666667,1.647058823529412,4.332480818414324
M,,VL,1,VH,Phase 2,Phase 2,0.008571428571428572,0.75,1.8529411764705883,6.005100306018362
,,VL,1,VH,Phase 2,Phase 2,0.012380952380952381,0.6190476190476191,1.5294117647058825,4.0840336134453805
,Phase 4,VL,1,VH,,Phase 2,0.006666666666666667,0.7777777777777778,1.9215686274509804,5.242583488726906
M,Phase 4,VL,1,VH,,Phase 2,0.006666666666666667,0.8750000000000001,2.1617647058823533,7.398724172970535
,Phase 4,VL,1,VH,Phase 2,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
M,Phase 4,VL,1,VH,Phase 2,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
N,,VL,1,VH,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,,VL,1,VH,Phase 2,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,,VL,1,VH,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
N,,VL,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,,VL,1,VH,,Phase 1,0.005714285714285714,0.20689655172413793,0.676764421527554,1.3720734915267305
,Phase 4,VL,1,VH,,Phase 1,0.0019047619047619048,0.2222222222222222,0.7268951194184838,0.2981381181144504
M,,VL,1,VH,,Phase 1,0.0009523809523809524,0.06666666666666667,0.21806853582554517,4.096897425164064
M,Phase 4,VL,1,VH,,Phase 1,0.0009523809523809524,0.125,0.4088785046728972,1.240345214834126
,,VL,1,VH,Phase 1,Phase 1,0.004761904761904762,1.0,3.2710280373831777,11.409471001207352
,Phase 4,VL,1,VH,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,,VL,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,VL,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,,1,VH,,Phase 2,0.06761904761904762,0.4176470588235294,1.0318339100346021,0.1397798049701168
,,,1,VH,Phase 2,Phase 2,0.06190476190476191,0.65,1.6058823529411765,27.589969040247688
M,,,1,VH,Phase 3,Phase 3,0.004761904761904762,0.8333333333333334,4.0509259259259265,14.547590854519454
M,,H,1,VH,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,,VL,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,,VL,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,,VL,1,VH,Phase 3,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
,,,1,VH,Phase 3,Phase 2,0.0009523809523809524,0.06666666666666667,0.16470588235294117,7.219846547314579
,,VL,1,VH,Phase 3,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
M,,,1,VH,Phase 3,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
M,,VL,1,VH,Phase 3,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,,,1,VH,Phase 3,Phase 3,0.009523809523809525,0.6666666666666667,3.2407407407407414,19.788420471352392
,Phase 4,,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,Phase 4,H,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,,H,1,VH,Phase 3,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
,Phase 3,,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 3,H,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 3,,1,VH,Phase 3,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 3,H,1,VH,Phase 3,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
N,Phase 3,,1,VH,Phase 3,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 3,H,1,VH,Phase 3,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,VH,1,VH,Phase 3,Phase 3,0.002857142857142857,1.0,4.861111111111112,11.616523400191022
M,,VH,1,VH,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,,VH,1,VH,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,,,1,VH,Phase 3,Phase 3,0.0019047619047619048,0.39999999999999997,1.9444444444444444,1.1606026183837617
N,,H,1,VH,Phase 3,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
,,M,1,VH,Phase 3,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
M,,M,1,VH,Phase 3,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
,,,1,VH,Phase 3,Phase 1,0.0038095238095238095,0.26666666666666666,0.8722741433021807,0.10931389298107638
N,,,1,VH,Phase 3,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
,,H,1,VH,Phase 3,Phase 1,0.002857142857142857,0.42857142857142855,1.4018691588785046,0.5011294093231828
,Phase 4,,1,VH,Phase 3,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,,H,1,VH,Phase 3,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
N,Phase 4,,1,VH,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,H,1,VH,Phase 3,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,Phase 4,H,1,VH,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,L,1,VH,,Phase 2,0.007619047619047619,0.5,1.2352941176470589,0.6116736830128572
,,L,1,VH,Phase 2,Phase 2,0.007619047619047619,0.6666666666666666,1.6470588235294117,3.4559673580414825
M,,L,1,VH,,Phase 2,0.005714285714285714,0.5454545454545455,1.3475935828877006,0.9133113390600798
M,,L,1,VH,Phase 2,Phase 2,0.005714285714285714,0.75,1.8529411764705883,3.9880320650333076
,,L,1,VH,,Phase 3,0.002857142857142857,0.1875,0.9114583333333334,0.03298920341483096
,,L,1,VH,Phase 2,Phase 3,0.002857142857142857,0.25,1.215277777777778,0.1456999140571937
M,,L,1,VH,,Phase 3,0.0019047619047619048,0.18181818181818182,0.8838383838383839,0.03884896282816251
M,,L,1,VH,Phase 2,Phase 3,0.0019047619047619048,0.25,1.215277777777778,0.09676040357733018
,Phase 3,L,1,VH,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 3,L,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,L,1,VH,,Phase 2,0.002857142857142857,0.6,1.4823529411764704,0.7948437939769205
,Phase 4,L,1,VH,Phase 2,Phase 2,0.002857142857142857,0.75,1.8529411764705883,1.9863907322011025
M,Phase 4,L,1,VH,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 4,L,1,VH,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,,L,1,VH,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
N,,L,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
N,Phase 4,L,1,VH,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
N,Phase 4,L,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
N,,L,1,VH,,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
N,,L,1,VH,Phase 2,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
N,Phase 4,L,1,VH,,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
N,Phase 4,L,1,VH,Phase 2,Phase 1,0.0009523809523809524,0.3333333333333333,1.0903426791277258,0.010812529545278282
,,L,1,VH,,Phase 1,0.004761904761904762,0.31250000000000006,1.022196261682243,0.003524730524796838
M,,L,1,VH,,Phase 1,0.002857142857142857,0.27272727272727276,0.8920985556499577,0.05698997375633473
,Phase 4,L,1,VH,,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
M,Phase 4,L,1,VH,,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
,,L,1,VH,Phase 2,Phase 1,0.0009523809523809524,0.08333333333333333,0.27258566978193144,2.828227890153032
,Phase 4,L,1,VH,Phase 2,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
,,L,1,VH,Phase 1,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
M,,L,1,VH,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 4,L,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,L,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,M,1,VH,,Phase 2,0.007619047619047619,0.3333333333333333,0.8235294117647058,0.5201238390092883
,,M,1,VH,Phase 2,Phase 2,0.007619047619047619,0.5714285714285714,1.4117647058823528,1.6359300476947527
,Phase 4,M,1,VH,,Phase 2,0.002857142857142857,0.27272727272727276,0.6737967914438503,0.8043624834656935
,Phase 4,M,1,VH,Phase 2,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
M,,M,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,,M,1,VH,,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
M,,M,1,VH,Phase 2,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,,M,1,VH,,Phase 1,0.0019047619047619048,0.3333333333333333,1.0903426791277258,0.021687200064954722
M,,M,1,VH,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,,M,1,VH,,Phase 3,0.002857142857142857,0.5,2.430555555555556,3.198432633203782
N,,M,1,VH,,Phase 2,0.002857142857142857,0.75,1.8529411764705883,1.9863907322011025
N,,M,1,VH,Phase 2,Phase 2,0.002857142857142857,0.75,1.8529411764705883,1.9863907322011025
N,Phase 4,M,1,VH,,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,Phase 4,M,1,VH,Phase 2,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,,M,1,VH,,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
N,,M,1,VH,Phase 2,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
,,M,1,VH,,Phase 3,0.007619047619047619,0.3333333333333333,1.6203703703703702,2.448177909913784
,,M,1,VH,Phase 2,Phase 3,0.005714285714285714,0.42857142857142855,2.083333333333333,4.312901030526929
,Phase 4,M,1,VH,,Phase 3,0.0038095238095238095,0.36363636363636365,1.7676767676767677,1.6967229436330193
,Phase 4,M,1,VH,Phase 2,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
,,M,1,VH,,Phase 1,0.007619047619047619,0.3333333333333333,1.0903426791277258,0.08827070903630693
,,M,1,VH,Phase 1,Phase 1,0.007619047619047619,1.0,3.2710280373831777,18.307711625737713
,Phase 4,M,1,VH,,Phase 1,0.0038095238095238095,0.36363636363636365,1.1894647408666101,0.1757117245290335
,Phase 4,M,1,VH,Phase 1,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
,Phase 3,M,1,VH,,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
N,Phase 3,M,1,VH,,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 3,M,1,VH,Phase 2,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,Phase 3,M,1,VH,Phase 2,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 3,M,1,VH,,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 3,M,1,VH,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 3,,1,VH,,Phase 3,0.006666666666666667,0.23333333333333336,1.1342592592592595,0.14417387658500705
,Phase 3,,1,VH,Phase 2,Phase 3,0.005714285714285714,0.35294117647058826,1.715686274509804,2.2922974757259293
,Phase 3,H,1,VH,,Phase 3,0.002857142857142857,0.16666666666666666,0.8101851851851851,0.1708952605357576
,Phase 3,H,1,VH,Phase 2,Phase 3,0.0019047619047619048,0.25,1.215277777777778,0.09676040357733018
M,Phase 3,,1,VH,,Phase 3,0.002857142857142857,0.27272727272727276,1.325757575757576,0.3055224907483238
M,Phase 3,,1,VH,Phase 2,Phase 3,0.002857142857142857,0.3,1.4583333333333333,0.549296140011068
,Phase 3,,1,VH,,Phase 2,0.011428571428571429,0.4,0.9882352941176471,0.0029065743944636474
,Phase 3,,1,VH,Phase 2,Phase 2,0.010476190476190476,0.6470588235294118,1.5986159169550174,4.210593661757171
,Phase 3,H,1,VH,,Phase 2,0.006666666666666667,0.3888888888888889,0.9607843137254902,0.019151846785225694
,Phase 3,H,1,VH,Phase 2,Phase 2,0.005714285714285714,0.75,1.8529411764705883,3.9880320650333076
,Phase 3,VH,1,VH,,Phase 2,0.004761904761904762,0.6250000000000001,1.5441176470588238,1.6229535960257437
,Phase 3,VH,1,VH,Phase 2,Phase 2,0.004761904761904762,0.6250000000000001,1.5441176470588238,1.6229535960257437
M,Phase 3,VH,1,VH,,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
M,Phase 3,VH,1,VH,Phase 2,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
,Phase 3,VH,1,VH,,Phase 3,0.002857142857142857,0.375,1.8229166666666667,1.413874898162085
M,Phase 3,VH,1,VH,,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
,Phase 3,VH,1,VH,Phase 2,Phase 3,0.002857142857142857,0.375,1.8229166666666667,1.413874898162085
M,Phase 3,VH,1,VH,Phase 2,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
M,Phase 3,H,1,VH,,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
M,Phase 3,H,1,VH,Phase 2,Phase 2,0.004761904761904762,1.0,2.4705882352941178,7.388122713200113
M,Phase 3,,1,VH,,Phase 2,0.006666666666666667,0.6363636363636365,1.5721925133689842,2.4749116025796116
M,Phase 3,,1,VH,Phase 2,Phase 2,0.006666666666666667,0.7,1.7294117647058822,3.6526696832579186
,Phase 3,,1,VH,,Phase 1,0.010476190476190476,0.36666666666666664,1.1993769470404982,0.5405523618624009
,Phase 3,H,1,VH,,Phase 1,0.007619047619047619,0.4444444444444444,1.4537902388369677,1.6606186484379892
M,Phase 3,,1,VH,,Phase 1,0.0009523809523809524,0.09090909090909091,0.29736618521665253,2.4165847703637153
M,Phase 3,H,1,VH,,Phase 1,0.0009523809523809524,0.16666666666666666,0.5451713395638629,0.5496841338698882
,Phase 3,,1,VH,Phase 1,Phase 1,0.008571428571428572,0.8999999999999999,2.9439252336448596,16.79935387100496
,Phase 3,H,1,VH,Phase 1,Phase 1,0.005714285714285714,0.8571428571428571,2.803738317757009,10.09549452021592
M,Phase 3,,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 3,H,1,VH,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 3,,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.09999999999999999,0.24705882352941175,3.89212669683258
,Phase 3,H,1,VH,Phase 1,Phase 2,0.0009523809523809524,0.14285714285714285,0.3529411764705882,2.006316620607975
N,Phase 3,,1,VH,,Phase 3,0.0019047619047619048,0.25,1.215277777777778,0.09676040357733018
N,Phase 3,H,1,VH,,Phase 3,0.0009523809523809524,0.14285714285714285,0.6944444444444444,0.17040059227785562
N,Phase 3,,1,VH,Phase 2,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
N,Phase 3,H,1,VH,Phase 2,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,Phase 3,,1,VH,,Phase 1,0.004761904761904762,0.6250000000000001,2.044392523364486,3.871832664637659
N,Phase 3,H,1,VH,,Phase 1,0.004761904761904762,0.7142857142857143,2.336448598130841,5.542236501487166
N,Phase 3,,1,VH,Phase 1,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
N,Phase 3,H,1,VH,Phase 1,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
N,Phase 3,,1,VH,,Phase 2,0.0009523809523809524,0.125,0.3088235294117647,2.618776109292085
